======================================
=== SHEET: Efectividad (21 rows x 16 cols) ===
======================================
 | ¿Próxima Acción? | Sí |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Tipo de Compromiso | Esta semana No |  |  |  |  |  |  |  |  |  |  |  |  | 
 | N° de Próximas acciones |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Contexto | Total |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @A la espera | 11 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Casa | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @GoPRO | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Iquique | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Oficina | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Teléfono | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Online | 17 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Offline | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Desarrollo Web | 3 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Búsqueda Internet | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Compras internet | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Email | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Ipad | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Computador | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Mac | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Grand Total | 70 |  |  |  |  |  |  |  |  |  |  |  |  | 
[20 data rows]

======================================
=== SHEET: PROYECTOS (121 rows x 2 cols) ===
======================================
¿Próxima Acción? | Sí
AREA | (Multiple Items)
Proyecto | N° Acciones
Estamos registrados en Sernatur y operando en regla | 1
Las redes sociales de ANE son visualmente atractivas y a la gente le atrae | 1
Los videos ANE están estructurados y ahora es más rápido la edición de video | 1
NO movimientos de ANE declarados | 1
Sergio tiene su VISA en regla | 1
Tenemos poleras nuevas a un buen precio | 2
Tengo un asesor de empresa para todos los temas relacionados con ANE | 1
Seguimos generando videos de experiences | 3
Mi cuenta de Cairo está cerrada | 1
Hago acciones de bajo costo que generan gran impacto en nuestro negocio de ANE | 1
Tenemos todas las facturas relacionadas con ANE en orden | 1
El branding personal de ANE está muy trabajado y su estrategia está completamente definida | 1
Seguimos agregando nuevos facilitadores en la tribu de ANE | 1
Seguimos ampliando la visibiliad de ANE en internet | 2
Tenemos cuenta de paypal de empresa y está integrada en nuestra web | 1
Sergio y yo Nos organizamos muy bien y trabajamos en equipo excepcionalmente | 1
Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo | 3
Tenemos un formulario de clientes para nuestras propias actividades | 1
Tenemos un lugar seguro donde guardar nuestra  material de experiencias: Paddles y otros. A poder ser junto a la furgoneta!! | 1
La furgoneta está ploteada con ANE y Red Paddle y se ve bakan | 2
Sergio tiene su contrato de ANE en regla | 1
Sergio tiene su carnet de conducir chileno | 1
Sergio se encuentra en contínuo aprendizaje y cada día lee más porque le encanta aprender | 1
Sergio es PADI open water | 1
ANE tiene una estrategia definida en conjunto con Pisagua Sumergido para meter paddles en Pisagua | 1
ANE tiene Red Paddle en 3 tiendas de Iquique y nos los han comprado | 1
Tenemos 2 banderas de ANE y las hemos hecho en Perú | 1
Tenemos 2 banderas de Red Paddle y las hemos hecho en Perú | 1
Tenemos una polera de surftrips para hombre brutal!!! | 1
Sergio cada vez sabe más sobre la flora y fauna de la región convirtiéndose en un guía increíble | 1
Nuestras actividades ANE están super bien definidas con precios claros, rutas concretas y tiempos medidos; listas para poder enviar a clientes | 1
ANE tiene pequeños souvenirs que la gente puede comprar | 1
Sergio controla sus gastos y tiene visibilidad sobre dónde se va el dinero y se está preparando a conciencia para cuando tenga lucas!! | 1
Sergio ha cancelado su tarjeta de la Kutxa | 1
En el Marley coffe hay videos de ANE dando vueltas todo el día | 1
Sergio tiene su portátil impeke, con todos los archivos donde tienen que estar y todo lo es necesario está archivado o ya se eliminó | 1
Las tomas que grabamos en ANE son más profesionales y bakanes | 1
La furgoneta del Equipo A de ANE está full equipada para experiences | 2
Sergio tiene Fan Page de atleta bodyboarder y está increíble, se ve excelente y tiene muchas visitas. Está ligada a ANE | 1
Sergio está federado y compite en campeonatos de boadyboard internacionales | 3
ANE tiene clientes que pagan buenas lucas por experiencias | 1
Sergio tiene el certificado de primeros auxilios en Chile | 1
ANE tiene una red inmensa de colaboradores que se sienten parte de ANE | 1
Grand Total | 53
[47 data rows]

======================================
=== SHEET: LISTA de Proyectos y Acciones (863 rows x 26 cols) ===
======================================
Contador | AREA | OBJETIVO | Proyecto | Subproyecto | Acción | ¿Próxima Acción? | Contexto | Contacto | Tiempo | Energía | Fecha inicio | Fecha objetivo | ¿Fecha límite? | Tipo de Compromiso | ¿Activa? | Completada | Fecha finalización | Notas |  |  |  |  |  |  | 
249 | TRABAJO |  |  |  | Incluir tareas a GTD que tengo que hacer en el trabajo respecto a marketing de rylson, según reunión con Juan Carlos | Sí | @Oficina |  | 1. <15' | Media |  |  | No | Esta semana No | =IF(AND(L250="",O250=""),"",IF(AND(O250="Comprometida",(OR(L250<=TODAY(),L250="")),OR(Q250="",Q250="No"),G250="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
250 | ANE |  | Seguimos agregando nuevos facilitadores en la tribu de ANE |  | Escribir a Gadventures ofreciéndoles las actividades que tenemos en Iquique | Sí | @Teléfono |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L251="",O251=""),"",IF(AND(O251="Comprometida",(OR(L251<=TODAY(),L251="")),OR(Q251="",Q251="No"),G251="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
251 | ANE |  | Seguimos ampliando la visibiliad de ANE en internet |  | Agregar nuestros servicios de ANE en mercado libre | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L252="",O252=""),"",IF(AND(O252="Comprometida",(OR(L252<=TODAY(),L252="")),OR(Q252="",Q252="No"),G252="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
252 | ANE |  | Tenemos cuenta de paypal de empresa y está integrada en nuestra web |  | Hacer cuenta de Paypal de Atacama North Experience | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L253="",O253=""),"",IF(AND(O253="Comprometida",(OR(L253<=TODAY(),L253="")),OR(Q253="",Q253="No"),G253="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
253 | ANE |  | Sergio y yo Nos organizamos muy bien y trabajamos en equipo excepcionalmente |  | Traspasar a un GTD a parte, todos los temas de ANE para compartirlo con Sergio | No | @Computador |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L254="",O254=""),"",IF(AND(O254="Comprometida",(OR(L254<=TODAY(),L254="")),OR(Q254="",Q254="No"),G254="Sí"),"Sí","No")) | Sí | 2016-09-25 00:00:00 |  |  |  |  |  |  |  | 
254 | TRABAJO |  |  |  | Recordar a Juan Carlos que hable con Gerardo Trujillo en México para hacer una pequeña entrevista los dos, cuando esté en Santiago | Sí | @Oficina |  | 1. <15' | Media |  |  | No | Esta semana No | =IF(AND(L255="",O255=""),"",IF(AND(O255="Comprometida",(OR(L255<=TODAY(),L255="")),OR(Q255="",Q255="No"),G255="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
255 | JOX |  | Tengo mi propio contenido audiovisual y escrito de cosas para mis talleres y conferencias |  | buscar extractos visuales de pelis con frases impactantes, como la del sistema de matrix (9. Ley de la expresión de los dones) | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L256="",O256=""),"",IF(AND(O256="Comprometida",(OR(L256<=TODAY(),L256="")),OR(Q256="",Q256="No"),G256="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
256 | VIDA SALUDABLE |  | Tengo una ortodoncia en mi boca y saco el máximo rendimiento de mi seguro médico en Ausenco |  | Preguntar a doctora por los probioticos y cepas que voy a necesitar para el movimiento de mis dientes. ¿qué necesito para proteger mis mucósas? ¿cómo conozco la acidez de mi boca? | No | @Calle | Doctora@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L257="",O257=""),"",IF(AND(O257="Comprometida",(OR(L257<=TODAY(),L257="")),OR(Q257="",Q257="No"),G257="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
257 | VIVIR CON ABUNDANCIA |  | He enviado mi feedback a Pensamiento Positivo sobre las erratas de los libros |  | Enviar correo a Pensamiento Positivo por errata:  Indice Vivir sin jefe - Error 39; fallo emprendores | Sí | @Email | SergioFernandez@ | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L258="",O258=""),"",IF(AND(O258="Comprometida",(OR(L258<=TODAY(),L258="")),OR(Q258="",Q258="No"),G258="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
258 | ANE |  | Seguimos generando videos de experiences |  | Investigar sobre archivos SubRip.srt; programa para subir subtítulos a videos en Facebook | Sí | @Búsqueda Internet |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L259="",O259=""),"",IF(AND(O259="Comprometida",(OR(L259<=TODAY(),L259="")),OR(Q259="",Q259="No"),G259="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
259 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Descargar fotos de Flickr.com para la web de ANE | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L260="",O260=""),"",IF(AND(O260="Comprometida",(OR(L260<=TODAY(),L260="")),OR(Q260="",Q260="No"),G260="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
260 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Enviar a Rubén el órden de actividades en el home de la web de ANE | Sí | @Email | Ruben@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L261="",O261=""),"",IF(AND(O261="Comprometida",(OR(L261<=TODAY(),L261="")),OR(Q261="",Q261="No"),G261="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
261 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Enviar a Rubén el precio de cada actividad | Sí | @Email | Ruben@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L262="",O262=""),"",IF(AND(O262="Comprometida",(OR(L262<=TODAY(),L262="")),OR(Q262="",Q262="No"),G262="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
262 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Enviar a Rubén las pestañas que tendrá la web de ANE | No | @Email | Ruben@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L263="",O263=""),"",IF(AND(O263="Comprometida",(OR(L263<=TODAY(),L263="")),OR(Q263="",Q263="No"),G263="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 |  |  |  |  |  |  |  | 
263 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Definir las pestañas que tendrá la web de ANE | No | @Computador |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L264="",O264=""),"",IF(AND(O264="Comprometida",(OR(L264<=TODAY(),L264="")),OR(Q264="",Q264="No"),G264="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 |  |  |  |  |  |  |  | 
264 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Elegir las fotos de portadas para las actividades de ANE en la web | No | @Mac |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | =IF(AND(L265="",O265=""),"",IF(AND(O265="Comprometida",(OR(L265<=TODAY(),L265="")),OR(Q265="",Q265="No"),G265="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 |  |  |  |  |  |  |  | 
265 | CONFERENCIAS |  | Conferencia de Iquique ha sido un éxito |  | Poner en PPT en presentación Iquique, el extracto de "Principio de abundancia: elijo poner mi son al servicio de los demás" |  |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L266="",O266=""),"",IF(AND(O266="Comprometida",(OR(L266<=TODAY(),L266="")),OR(Q266="",Q266="No"),G266="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
266 | VIDA SALUDABLE |  | Tengo una ortodoncia en mi boca y saco el máximo rendimiento de mi seguro médico en Ausenco |  | Ver correo de Cristos sobre los correos enviados a Veronica y preparar borrador de correo a Verónica | No | @Email |  | 1. <15' |  |  |  | No | Esta semana No | =IF(AND(L267="",O267=""),"",IF(AND(O267="Comprometida",(OR(L267<=TODAY(),L267="")),OR(Q267="",Q267="No"),G267="Sí"),"Sí","No")) | Sí | 2016-09-21 00:00:00 | Envié correo a Verónica |  |  |  |  |  |  | 
267 | VIDA SALUDABLE |  | Tengo una ortodoncia en mi boca y saco el máximo rendimiento de mi seguro médico en Ausenco |  | Hacer cálculo de cuánto me va a cubrir entre dentista y consultas ortodoncias, para enviar a Verónica la cifra exacta de lo que poner y qué fecha | No | @Computador |  | 1. <15' | Media |  |  | No | Esta semana No | =IF(AND(L268="",O268=""),"",IF(AND(O268="Comprometida",(OR(L268<=TODAY(),L268="")),OR(Q268="",Q268="No"),G268="Sí"),"Sí","No")) | Sí | 2016-09-21 00:00:00 |  |  |  |  |  |  |  | 
268 | WEB ANE |  | Rubén tiene toda la información que necesita de mi parte para hacer muy buen trabajo con la WEB de ANE |  | Definir el órden de actividades en el home de la web de ANE | Sí | @Online |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L269="",O269=""),"",IF(AND(O269="Comprometida",(OR(L269<=TODAY(),L269="")),OR(Q269="",Q269="No"),G269="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
269 | DESARROLLO PERSONAL |  | Libros de Ramón Samsón están en mi ipad |  | Descargar adjuntos de correo en gmail que me he enviado con el archivo del libro de Raimon Samso | No | @Ipad |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L270="",O270=""),"",IF(AND(O270="Comprometida",(OR(L270<=TODAY(),L270="")),OR(Q270="",Q270="No"),G270="Sí"),"Sí","No")) | No | 2016-09-24 00:00:00 | Guardado en gmail Etiqueta Libros |  |  |  |  |  |  | 
270 |  |  |  |  | Hacer este fin de semana el 1er material del curso Programa Experto de Raimon Samsó | Sí | @Casa |  | 5. >2h' | Alta |  |  | No | Esta semana No | =IF(AND(L271="",O271=""),"",IF(AND(O271="Comprometida",(OR(L271<=TODAY(),L271="")),OR(Q271="",Q271="No"),G271="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
271 | KAISEN PERSONAL |  | Tengo mi visa chilena en orden |  | Ir a Servicio de Registro Civil (Francisco Noguera 200, Providencia) de 8:30 a 14h, a pedir mi certificado de antecedentes | Sí | @Calle |  | 5. >2h' | Media |  |  | No | Esta semana No | =IF(AND(L272="",O272=""),"",IF(AND(O272="Comprometida",(OR(L272<=TODAY(),L272="")),OR(Q272="",Q272="No"),G272="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
272 | KAISEN PERSONAL |  | Tengo mi visa chilena en orden |  | Ir a Policía Internacionar (Eleuterio Ramírez 852, Santiago) de 8h a 14h, a pedir Certificado de Viajes y Certificado de registro | Sí | @Calle |  | 5. >2h' | Media |  |  | No | Esta semana No | =IF(AND(L273="",O273=""),"",IF(AND(O273="Comprometida",(OR(L273<=TODAY(),L273="")),OR(Q273="",Q273="No"),G273="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
273 | KAISEN PERSONAL |  | Tengo mi visa chilena en orden |  | Hacer una copia de mi pasaporte | Sí | @Oficina |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L274="",O274=""),"",IF(AND(O274="Comprometida",(OR(L274<=TODAY(),L274="")),OR(Q274="",Q274="No"),G274="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
274 | KAISEN PERSONAL |  | Tengo mi visa chilena en orden |  | Hacer una carta personal | No | @Computador |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L275="",O275=""),"",IF(AND(O275="Comprometida",(OR(L275<=TODAY(),L275="")),OR(Q275="",Q275="No"),G275="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
275 | KAISEN PERSONAL |  | Tengo mi visa chilena en orden |  | Meter una foto de carnet que tengo en casa en la cartera | No | @Casa |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L276="",O276=""),"",IF(AND(O276="Comprometida",(OR(L276<=TODAY(),L276="")),OR(Q276="",Q276="No"),G276="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 | Está junto al resto de documentación |  |  |  |  |  |  | 
276 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Ir a Sii (General del Canto 281, Providencia) de 9h a 14h, a hacer mi inicio de actividades para personas jurídicas | No | @Calle |  | 4. 1h-2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L277="",O277=""),"",IF(AND(O277="Comprometida",(OR(L277<=TODAY(),L277="")),OR(Q277="",Q277="No"),G277="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
277 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Ir a Conservador de Bienes Raíces (Morandé 440, Santiago) a hacer Inscripción en el registro de comercio del Conservador de Bienes Raíces | No | @Calle |  | 4. 1h-2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L278="",O278=""),"",IF(AND(O278="Comprometida",(OR(L278<=TODAY(),L278="")),OR(Q278="",Q278="No"),G278="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
278 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Esperar a que Carlos Contador Fundación Chile me envíe email con check list de servicios, para que me de un presupuesto de contador | No | @A la espera |  |  |  |  |  | No | Esta semana No | =IF(AND(L279="",O279=""),"",IF(AND(O279="Comprometida",(OR(L279<=TODAY(),L279="")),OR(Q279="",Q279="No"),G279="Sí"),"Sí","No")) | Sí | 2016-09-26 00:00:00 | Ya recibido, es caro |  |  |  |  |  |  | 
279 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Esperar a que Charles me diga algo sobre el contador | No | @A la espera |  |  |  |  |  | No | Esta semana No | =IF(AND(L280="",O280=""),"",IF(AND(O280="Comprometida",(OR(L280<=TODAY(),L280="")),OR(Q280="",Q280="No"),G280="Sí"),"Sí","No")) | Sí | 2016-09-22 00:00:00 | Su amigo no se habla con su padre contador, tengo el dato del primo del de ausenco |  |  |  |  |  |  | 
280 | TRABAJO |  | Presentación de "Gestión de Cliente" preparada para el jueves 29 |  | Buscar info en internet sobre gestión de cliente | Sí | @Online |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | =IF(AND(L281="",O281=""),"",IF(AND(O281="Comprometida",(OR(L281<=TODAY(),L281="")),OR(Q281="",Q281="No"),G281="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
281 | TRABAJO |  | Presentación de "Gestión de Cliente" preparada para el jueves 29 |  | Preparar presentación | No | @Computador |  | 5. >2h' | Media |  |  | No | Esta semana No | =IF(AND(L282="",O282=""),"",IF(AND(O282="Comprometida",(OR(L282<=TODAY(),L282="")),OR(Q282="",Q282="No"),G282="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
282 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Contactar con Julio Contador colombiano Ausenco me envíe email con precio de sus servicios como contador | Sí | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L283="",O283=""),"",IF(AND(O283="Comprometida",(OR(L283<=TODAY(),L283="")),OR(Q283="",Q283="No"),G283="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
283 | ANE |  | Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo |  | Responder correo a Carlos contador diciéndole que es caro | No | @Email |  | 1. <15' | Media |  |  | No | Esta semana No | =IF(AND(L284="",O284=""),"",IF(AND(O284="Comprometida",(OR(L284<=TODAY(),L284="")),OR(Q284="",Q284="No"),G284="Sí"),"Sí","No")) | No | 2016-09-28 00:00:00 | Es muy caro |  |  |  |  |  |  | 
284 | ANE |  | Sergio tiene su contrato de ANE en regla |  | Buscar abogado para ANE | Sí | @Cualquiera | Abogado@ | 5. >2h' | Alta |  |  | No | Esta semana No | =IF(AND(L285="",O285=""),"",IF(AND(O285="Comprometida",(OR(L285<=TODAY(),L285="")),OR(Q285="",Q285="No"),G285="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
285 | ANE |  | Sergio tiene su contrato de ANE en regla |  | Pedir a abogado de ANE que haga contrato a Sergio | No | @Teléfono | Abogado@ | 2. 15'-30' | Alta |  |  | No | Esta semana No | =IF(AND(L286="",O286=""),"",IF(AND(O286="Comprometida",(OR(L286<=TODAY(),L286="")),OR(Q286="",Q286="No"),G286="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
286 | ANE |  | Tenemos 2 banderas de ANE y las hemos hecho en Perú |  | Diseñar con canva bandera de ANE | Sí | @Online | Sergio@ | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L287="",O287=""),"",IF(AND(O287="Comprometida",(OR(L287<=TODAY(),L287="")),OR(Q287="",Q287="No"),G287="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
287 | ANE |  | Tenemos 2 banderas de Red Paddle y las hemos hecho en Perú |  | Jox pedir a  Cosntantino que me dé el material fotográfico para hacer bandera de ANE red Paddle | Sí | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L288="",O288=""),"",IF(AND(O288="Comprometida",(OR(L288<=TODAY(),L288="")),OR(Q288="",Q288="No"),G288="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 |  |  | Tengo un abogado para ANE y Doingout |  | Llamar a Olga para preguntarle si conoce de algún abogado para mí | Sí | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L289="",O289=""),"",IF(AND(O289="Comprometida",(OR(L289<=TODAY(),L289="")),OR(Q289="",Q289="No"),G289="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 |  |  | Tengo un abogado para ANE y Doingout |  | Hablar con Álvaro para que me recomiende abogado y contador; temas de empresa | Sí | @Teléfono |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L290="",O290=""),"",IF(AND(O290="Comprometida",(OR(L290<=TODAY(),L290="")),OR(Q290="",Q290="No"),G290="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Tenemos 100 Facilitadores entre Norte y Sur de Chile |  | Preparar power point de proyecto Doingout-ANE para enviar a facilitadores | Sí | @Computador |  | 4. 1h-2h' | Alta |  |  | No | Esta semana No | =IF(AND(L291="",O291=""),"",IF(AND(O291="Comprometida",(OR(L291<=TODAY(),L291="")),OR(Q291="",Q291="No"),G291="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Tenemos 100 Facilitadores entre Norte y Sur de Chile |  | Contactar a facilitadoreas para contarles el proyecto Doingout-ANE powerpoints y todo sobre ANE | No | @Teléfono |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L292="",O292=""),"",IF(AND(O292="Comprometida",(OR(L292<=TODAY(),L292="")),OR(Q292="",Q292="No"),G292="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Tenemos 100 Facilitadores entre Norte y Sur de Chile |  | Preparar correo tipo para envío de información a facilitadores | Sí | @Computador |  | 3. 30'-1h' | Alta |  |  | No | Esta semana No | =IF(AND(L293="",O293=""),"",IF(AND(O293="Comprometida",(OR(L293<=TODAY(),L293="")),OR(Q293="",Q293="No"),G293="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Tenemos 100 Facilitadores entre Norte y Sur de Chile |  | Enviar información (powerpoints, fotos, información contacto) a a facilitadores cuando tengamos la web | No | @Email |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L294="",O294=""),"",IF(AND(O294="Comprometida",(OR(L294<=TODAY(),L294="")),OR(Q294="",Q294="No"),G294="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Hemos obtenido ayudas de gobierno por nuestros emprendimientos |  | Programar en Google Calendar cuándo son las próximas fechas de ayudas gubernamentales para ANE (ver mensaje facebook de Magda) | Sí | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L295="",O295=""),"",IF(AND(O295="Comprometida",(OR(L295<=TODAY(),L295="")),OR(Q295="",Q295="No"),G295="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Ya están definidos las comisiones con las que va a trabajar Doingout |  | Investigar en internet los porcentajes marginales de servicios similares a los de Doingout-ANE | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L296="",O296=""),"",IF(AND(O296="Comprometida",(OR(L296<=TODAY(),L296="")),OR(Q296="",Q296="No"),G296="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Ya están definidos las comisiones con las que va a trabajar Doingout |  | Definir porcentajes marginales con facilitadores: 10-15% | No | @Cualquiera |  | 2. 15'-30' | Alta |  |  | No | Esta semana No | =IF(AND(L297="",O297=""),"",IF(AND(O297="Comprometida",(OR(L297<=TODAY(),L297="")),OR(Q297="",Q297="No"),G297="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Tenemos 100 Facilitadores entre Norte y Sur de Chile |  | Realizar documento de formalización de acuerdo con facilitadores | No | @Computador |  | 4. 1h-2h' | Alta |  |  | No | Algún día/Tal vez | =IF(AND(L298="",O298=""),"",IF(AND(O298="Comprometida",(OR(L298<=TODAY(),L298="")),OR(Q298="",Q298="No"),G298="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | DOINGOUT |  | Seguimos ampliando la visibilidad de ANE en internet |  | Desarrollar planilla de ferias de turismo y eventos de interés para ANE y programarlas en Google Calendar | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L299="",O299=""),"",IF(AND(O299="Comprometida",(OR(L299<=TODAY(),L299="")),OR(Q299="",Q299="No"),G299="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | WEB ANE |  |  |  | Pedir a Rubén que me de una capacitación en google Ads, google trends, google analytics, Keywords, etc  | Sí | @Teléfono |  | 1. <15' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L300="",O300=""),"",IF(AND(O300="Comprometida",(OR(L300<=TODAY(),L300="")),OR(Q300="",Q300="No"),G300="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
 | JOX |  |  |  | Recordar a Haimar que prepare una junta para presentarme a su amigo coach | No |  |  |  |  |  |  | No | Esta semana No | =IF(AND(L301="",O301=""),"",IF(AND(O301="Comprometida",(OR(L301<=TODAY(),L301="")),OR(Q301="",Q301="No"),G301="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
